gene_symbol,gene_biotype
ENSG00000271398,lncRNA
SESN2,protein_coding
MED18,protein_coding
PHACTR4,protein_coding
DNAJC8P4,processed_pseudogene
RNU6ATAC27P,snRNA
RCC1,protein_coding
SNHG3,lncRNA
SNORA73A,snoRNA
SNORA73B,snoRNA
PRDX3P2,processed_pseudogene
ENSG00000279443,TEC
TRNAU1AP,protein_coding
SNHG12,lncRNA
SNORD99,snoRNA
SNORA61,snoRNA
SNORA44,snoRNA
SNORA16A,snoRNA
TAF12,protein_coding
RAB42,protein_coding
TAF12-DT,lncRNA
ENSG00000270103,lncRNA
RNU11,snRNA
GMEB1,protein_coding
ENSG00000252777,scaRNA
ENSG00000289291,lncRNA
YTHDF2,protein_coding
OPRD1,protein_coding
ENSG00000233427,lncRNA
EPB41,protein_coding
ENSG00000225616,processed_pseudogene
Metazoa_SRP,misc_RNA
TMEM200B,protein_coding
ENSG00000225750,lncRNA
SRSF4,protein_coding
ENSG00000277916,misc_RNA
MECR,protein_coding
ENSG00000237934,lncRNA
PTPRU,protein_coding
LINC01756,lncRNA
ENSG00000225011,unprocessed_pseudogene
ENSG00000228176,lncRNA
ENSG00000284676,lncRNA
ENSG00000270927,processed_pseudogene
LINC01648,lncRNA
ENSG00000233372,lncRNA
ENSG00000231251,processed_pseudogene
ENSG00000236335,lncRNA
ENSG00000231949,lncRNA
ENSG00000289710,protein_coding
MATN1,protein_coding
MATN1-AS1,lncRNA
ENSG00000287510,lncRNA
LAPTM5,protein_coding
MIR4420,miRNA
ENSG00000229607,lncRNA
LINC01778,lncRNA
RN7SKP91,misc_RNA
ENSG00000235143,lncRNA
SDC3,protein_coding
RN7SL371P,misc_RNA
PUM1,protein_coding
ENSG00000237329,processed_pseudogene
ENSG00000232768,processed_pseudogene
SELENOWP1,processed_pseudogene
RPL21P22,processed_pseudogene
NKAIN1,protein_coding
SNRNP40,protein_coding
ENSG00000229447,processed_pseudogene
ZCCHC17,protein_coding
ENSG00000229044,lncRNA
FABP3,protein_coding
SERINC2,protein_coding
EEF1A1P46,processed_pseudogene
RNU6-40P,snRNA
LDC1P,transcribed_unitary_pseudogene
LINC01226,lncRNA
ENSG00000229167,lncRNA
TINAGL1,protein_coding
HCRTR1,protein_coding
PEF1,protein_coding
PEF1-AS1,lncRNA
ENSG00000264078,lncRNA
COL16A1,protein_coding
ADGRB2,protein_coding
MIR4254,miRNA
ENSG00000254545,lncRNA
SPOCD1,protein_coding
ENSG00000203620,lncRNA
ENSG00000269967,lncRNA
PTP4A2,protein_coding
ENSG00000288678,protein_coding
ENSG00000228634,lncRNA
ENSG00000284702,lncRNA
KHDRBS1,protein_coding
ENSG00000203325,lncRNA
TMEM39B,protein_coding
MIR5585,miRNA
KPNA6,protein_coding
ENSG00000250135,lncRNA
TXLNA,protein_coding
CCDC28B,protein_coding
ENSG00000224066,lncRNA
IQCC,protein_coding
DCDC2B,protein_coding
TMEM234,protein_coding
EIF3I,protein_coding
ENSG00000291132,lncRNA
MTMR9LP,transcribed_unprocessed_pseudogene
ENSG00000290045,lncRNA
FAM167B,protein_coding
LCK,protein_coding
HDAC1,protein_coding
MARCKSL1,protein_coding
ENSG00000233775,lncRNA
TSSK3,protein_coding
FAM229A,protein_coding
BSDC1,protein_coding
GAPDHP20,processed_pseudogene
ENSG00000270850,processed_pseudogene
LRRC37A12P,unprocessed_pseudogene
RN7SL122P,misc_RNA
ENSG00000254553,protein_coding
ZBTB8B,protein_coding
ZBTB8A,protein_coding
ZBTB8OS,protein_coding
RBBP4,protein_coding
SYNC,protein_coding
ENSG00000224409,lncRNA
KIAA1522,protein_coding
YARS1,protein_coding
S100PBP,protein_coding
FNDC5,protein_coding
HPCA,protein_coding
TMEM54,protein_coding
ENSG00000287691,lncRNA
RNF19B,protein_coding
ENSG00000278966,TEC
ENSG00000217644,processed_pseudogene
ENSG00000239670,unprocessed_pseudogene
ENSG00000236065,lncRNA
AK2,protein_coding
AZIN2,protein_coding
ENSG00000278997,TEC
TRIM62,protein_coding
ENSG00000279179,TEC
ENSG00000284721,lncRNA
ZNF362,protein_coding
ENSG00000270115,lncRNA
A3GALT2,protein_coding
ENSG00000225313,lncRNA
PHC2,protein_coding
MIR3605,miRNA
RN7SKP16,misc_RNA
PHC2-AS1,lncRNA
TLR12P,unitary_pseudogene
ZSCAN20,protein_coding
ENSG00000235907,processed_pseudogene
CSMD2,protein_coding
HSPD1P14,processed_pseudogene
HMGB4,protein_coding
CSMD2-AS1,lncRNA
RNA5SP42,rRNA_pseudogene
C1orf94,protein_coding
ENSG00000270241,processed_pseudogene
ENSG00000287703,lncRNA
MIR552,miRNA
SMIM12,protein_coding
GJB5,protein_coding
GJB4,protein_coding
ENSG00000255811,lncRNA
GJB3,protein_coding
GJA4,protein_coding
ENSG00000230163,lncRNA
DLGAP3,protein_coding
ENSG00000284773,protein_coding
GPR199P,transcribed_unitary_pseudogene
TMEM35B,protein_coding
ENSG00000271741,protein_coding
ZMYM6,protein_coding
ZMYM1,protein_coding
RPL12P45,processed_pseudogene
EFCAB14P1,processed_pseudogene
ENSG00000284640,lncRNA
SFPQ,protein_coding
ZMYM4,protein_coding
RN7SL503P,misc_RNA
SNORA62,snoRNA
RPL5P4,processed_pseudogene
ZMYM4-AS1,lncRNA
KIAA0319L,protein_coding
ENSG00000236274,processed_pseudogene
NCDN,protein_coding
TFAP2E-AS1,lncRNA
TFAP2E,protein_coding
PSMB2,protein_coding
C1orf216,protein_coding
CLSPN,protein_coding
ENSG00000232335,lncRNA
AGO4,protein_coding
AGO1,protein_coding
CFAP97P1,processed_pseudogene
ENSG00000286899,lncRNA
ENSG00000271914,lncRNA
AGO3,protein_coding
ENSG00000271554,lncRNA
ENSG00000232862,transcribed_processed_pseudogene
TEKT2,protein_coding
ADPRS,protein_coding
COL8A2,protein_coding
TRAPPC3,protein_coding
MAP7D1,protein_coding
RN7SL131P,misc_RNA
THRAP3,protein_coding
UBE2V2P4,processed_pseudogene
SH3D21,protein_coding
EVA1B,protein_coding
ENSG00000286379,lncRNA
STK40,protein_coding
LSM10,protein_coding
RNU4-27P,snRNA
OSCP1,protein_coding
SNORA63C,snoRNA
MRPS15,protein_coding
CSF3R,protein_coding
FTLP18,processed_pseudogene
ENSG00000284705,lncRNA
ENSG00000284720,lncRNA
ENSG00000234481,lncRNA
GRIK3,protein_coding
ENSG00000284650,lncRNA
ENSG00000223944,lncRNA
MIR4255,miRNA
RNU6-636P,snRNA
RNA5SP43,rRNA_pseudogene
RPS29P6,processed_pseudogene
ZC3H12A-DT,lncRNA
ZC3H12A,protein_coding
MIR6732,miRNA
MEAF6,protein_coding
MIR5581,miRNA
SNIP1,protein_coding
FTH1P1,processed_pseudogene
RPS27P9,processed_pseudogene
DNALI1,protein_coding
GNL2,protein_coding
ENSG00000284748,lncRNA
RSPO1,protein_coding
C1orf109,protein_coding
CDCA8,protein_coding
EPHA10,protein_coding
ACTN4P2,processed_pseudogene
ENSG00000227416,processed_pseudogene
MANEAL,protein_coding
ENSG00000233728,lncRNA
YRDC,protein_coding
C1orf122,protein_coding
MTF1,protein_coding
ENSG00000235673,processed_pseudogene
ENSG00000230955,lncRNA
INPP5B,protein_coding
SNORA63,snoRNA
RNU6-584P,snRNA
SF3A3,protein_coding
RNU6-510P,snRNA
FHL3,protein_coding
UTP11,protein_coding
POU3F1,protein_coding
MIR3659HG,lncRNA
ENSG00000223589,processed_pseudogene
MIR3659,miRNA
LINC02786,lncRNA
ENSG00000286552,lncRNA
ENSG00000287987,lncRNA
LINC01343,lncRNA
ENSG00000275350,processed_pseudogene
RNU6-753P,snRNA
LINC01685,lncRNA
HSPA5P1,processed_pseudogene
ENSG00000284632,lncRNA
RRAGC,protein_coding
ENSG00000273637,lncRNA
RRAGC-DT,lncRNA
MYCBP,protein_coding
ENSG00000274944,protein_coding
GJA9,protein_coding
RHBDL2,protein_coding
RNU6-605P,snRNA
EIF1P2,processed_pseudogene
AKIRIN1,protein_coding
NDUFS5,protein_coding
MACF1,protein_coding
RNU6-608P,snRNA
RNA5SP44,rRNA_pseudogene
ENSG00000287422,lncRNA
ENSG00000226438,lncRNA
HSPE1P8,processed_pseudogene
BMP8A,protein_coding
OXCT2P1,unprocessed_pseudogene
PPIEL,lncRNA
PABPC4,protein_coding
PABPC4-AS1,lncRNA
SNORA55,snoRNA
HEYL,protein_coding
ENSG00000225903,lncRNA
NT5C1A,protein_coding
HPCAL4,protein_coding
PPIE,protein_coding
ENSG00000225333,processed_pseudogene
RNU7-121P,snRNA
ENSG00000289711,transcribed_unprocessed_pseudogene
BMP8B,protein_coding
OXCT2,protein_coding
BMP8B-AS1,lncRNA
ENSG00000261798,lncRNA
ENSG00000229213,unprocessed_pseudogene
ENSG00000284719,lncRNA
LINC02811,lncRNA
TRIT1,protein_coding
MYCL,protein_coding
MYCL-AS1,lncRNA
MFSD2A,protein_coding
ENSG00000228477,processed_pseudogene
CAP1,protein_coding
PPT1,protein_coding
OAZ1P1,processed_pseudogene
RLF,protein_coding
RNU6-1237P,snRNA
TMCO2,protein_coding
ZMPSTE24-DT,lncRNA
ZMPSTE24,protein_coding
ENSG00000231296,processed_pseudogene
COL9A2,protein_coding
RPL21P20,processed_pseudogene
SMAP2,protein_coding
ENSG00000213172,processed_pseudogene
ENSG00000290111,lncRNA
ENSG00000284677,lncRNA
ZFP69B,protein_coding
ENSG00000260920,lncRNA
ENSG00000279667,TEC
ZFP69,protein_coding
EXO5-DT,lncRNA
EXO5,protein_coding
ENSG00000227278,lncRNA
ENSG00000238186,lncRNA
ZNF684,protein_coding
ENSG00000286838,lncRNA
ENSG00000236505,unprocessed_pseudogene
GTF2F2P2,processed_pseudogene
RIMS3,protein_coding
ENSG00000287743,lncRNA
ENSG00000237899,lncRNA
NFYC-AS1,lncRNA
NFYC,protein_coding
MIR30E,miRNA
MIR30C1,miRNA
KCNQ4,protein_coding
RN7SL326P,misc_RNA
CITED4,protein_coding
ENSG00000229528,lncRNA
ENSG00000228940,unprocessed_pseudogene
ENSG00000286668,lncRNA
UBE2V1P8,processed_pseudogene
CTPS1,protein_coding
SLFNL1-AS1,lncRNA
SLFNL1,protein_coding
SCMH1,protein_coding
RPL23AP17,processed_pseudogene
ENSG00000287400,lncRNA
SCMH1-DT,lncRNA
RPL36AP9,processed_pseudogene
ENSG00000291157,lncRNA
ENSG00000286640,transcribed_unprocessed_pseudogene
FOXO6,protein_coding
FOXO6-AS1,lncRNA
RNA5SP45,rRNA_pseudogene
EDN2,protein_coding
HIVEP3,protein_coding
ENSG00000230881,lncRNA
ENSG00000230638,processed_pseudogene
ENSG00000284895,protein_coding
ENSG00000287587,lncRNA
HNRNPFP1,processed_pseudogene
ENSG00000228776,processed_pseudogene
GUCA2B,protein_coding
GUCA2A,protein_coding
FOXJ3,protein_coding
ENSG00000227527,lncRNA
RIMKLA,protein_coding
ENSG00000235002,processed_pseudogene
ZMYND12,protein_coding
PPCS,protein_coding
CCDC30,protein_coding
RPS3AP11,processed_pseudogene
TMSB4XP1,processed_pseudogene
RNU6-536P,snRNA
ENSG00000236180,processed_pseudogene
PPIH,protein_coding
ENSG00000285728,lncRNA
ENSG00000234917,lncRNA
YBX1,protein_coding
CLDN19,protein_coding
P3H1,protein_coding
C1orf50,protein_coding
ENSG00000283580,protein_coding
C1orf50-AS1,lncRNA
TMEM269,protein_coding
SVBP,protein_coding
ERMAP,protein_coding
ZNF691-DT,lncRNA
ZNF691,protein_coding
ENSG00000233708,processed_pseudogene
MKRN8P,processed_pseudogene
ATP6V1E1P1,processed_pseudogene
ENSG00000288955,lncRNA
SLC2A1,protein_coding
ATP6V0CP4,processed_pseudogene
SLC2A1-DT,lncRNA
ENSG00000283973,lncRNA
RNU6-880P,snRNA
ENSG00000277513,processed_pseudogene
CFAP144,protein_coding
EBNA1BP2,protein_coding
MIR6733,miRNA
CFAP57,protein_coding
RNA5SP46,rRNA_pseudogene
TMEM125,protein_coding
C1orf210,protein_coding
TIE1,protein_coding
MPL,protein_coding
ENSG00000287113,lncRNA
CDC20-DT,lncRNA
CDC20,protein_coding
ELOVL1,protein_coding
MIR6734,miRNA
ENSG00000288772,lncRNA
MED8,protein_coding
MED8-AS1,lncRNA
SZT2,protein_coding
SZT2-AS1,lncRNA
MIR6735,miRNA
HYI,protein_coding
HYI-AS1,lncRNA
PTPRF,protein_coding
KDM4A,protein_coding
ENSG00000284989,protein_coding
KDM4A-AS1,lncRNA
ST3GAL3,protein_coding
ST3GAL3-AS1,lncRNA
ENSG00000233674,processed_pseudogene
MIR6079,miRNA
SHMT1P1,processed_pseudogene
ARTN,protein_coding
LINC02918,lncRNA
ENSG00000288573,lncRNA
IPO13,protein_coding
ENSG00000285649,lncRNA
DPH2,protein_coding
ATP6V0B,protein_coding
B4GALT2,protein_coding
CCDC24,protein_coding
SLC6A9,protein_coding
ENSG00000230615,lncRNA
ENSG00000227163,processed_pseudogene
KRT8P47,processed_pseudogene
RN7SL479P,misc_RNA
KLF17,protein_coding
ENSG00000233514,processed_pseudogene
KLF18,protein_coding
ENSG00000226804,processed_pseudogene
OOSP1P1,processed_pseudogene
ENSG00000227994,processed_pseudogene
ENSG00000271329,processed_pseudogene
DMAP1,protein_coding
ERI3,protein_coding
ERI3-IT1,lncRNA
RNU6-369P,snRNA
RNF220,protein_coding
MIR5584,miRNA
TMEM53,protein_coding
ARMH1,protein_coding
RNU5F-1,snRNA
RNU5D-1,snRNA
KIF2C,protein_coding
ENSG00000225721,lncRNA
RPS8,protein_coding
SNORD55,snoRNA
SNORD46,snoRNA
SNORD38A,snoRNA
SNORD38B,snoRNA
RPS15AP11,processed_pseudogene
BEST4,protein_coding
PLK3,protein_coding
DYNLT4,protein_coding
ENSG00000290041,lncRNA
BTBD19,protein_coding
PTCH2,protein_coding
RNU5E-6P,snRNA
ENSG00000226499,processed_pseudogene
EIF2B3,protein_coding
RNA5SP47,rRNA_pseudogene
CCNB1IP1P1,processed_pseudogene
PPIAP35,processed_pseudogene
MRPS17P1,processed_pseudogene
HECTD3,protein_coding
UROD,protein_coding
ZSWIM5,protein_coding
OSTCP5,processed_pseudogene
LINC01144,lncRNA
HPDL,protein_coding
MUTYH,protein_coding
ENSG00000288208,protein_coding
TOE1,protein_coding
TESK2,protein_coding
PPIAP36,processed_pseudogene
CCDC163,protein_coding
MMACHC,protein_coding
PRDX1,protein_coding
HMGB1P48,unprocessed_pseudogene
AKR1A1,protein_coding
ENSG00000281133,pseudogene
ENSG00000280836,pseudogene
ENSG00000289407,lncRNA
NASP,protein_coding
ENSG00000281112,pseudogene
ENSG00000281825,pseudogene
CCDC17,protein_coding
GPBP1L1,protein_coding
RPS15AP10,processed_pseudogene
RPL7AP16,processed_pseudogene
TMEM69,protein_coding
IPP,protein_coding
ENSG00000230896,lncRNA
RPL6P1,processed_pseudogene
MAST2,protein_coding
TMA16P2,processed_pseudogene
PIK3R3,protein_coding
P3R3URF-PIK3R3,protein_coding
ENSG00000226957,lncRNA
COX7BP4,processed_pseudogene
ENSG00000227857,lncRNA
TSPAN1,protein_coding
P3R3URF,protein_coding
POMGNT1,protein_coding
LURAP1,protein_coding
RAD54L,protein_coding
LRRC41,protein_coding
UQCRH,protein_coding
NSUN4,protein_coding
ENSG00000225779,processed_pseudogene
FAAH,protein_coding
FAAHP1,transcribed_unprocessed_pseudogene
ENSG00000291138,lncRNA
LINC01398,lncRNA
DMBX1,protein_coding
TMEM275,protein_coding
MKNK1-AS1,lncRNA
KNCN,protein_coding
MKNK1,protein_coding
MOB3C,protein_coding
ATPAF1,protein_coding
NENFP1,processed_pseudogene
TEX38,protein_coding
EFCAB14-AS1,lncRNA
EFCAB14,protein_coding
ENSG00000236476,processed_pseudogene
CYP4B1,protein_coding
CYP4Z2P,lncRNA
TUBAP8,processed_pseudogene
CYP4A11,protein_coding
CYP4A26P,unprocessed_pseudogene
CYP4A43P,unprocessed_pseudogene
CYP4A27P,unprocessed_pseudogene
CYP4A44P,unprocessed_pseudogene
CYP4X1,protein_coding
CYP4Z1,protein_coding
TUBAP9,processed_pseudogene
CYP4A22-AS1,lncRNA
CYP4A22,protein_coding
MTND1P34,transcribed_processed_pseudogene
LINC00853,lncRNA
ENSG00000290081,lncRNA
PDZK1IP1,protein_coding
TAL1,protein_coding
ENSG00000226252,lncRNA
STIL,protein_coding
CMPK1,protein_coding
LINC01389,lncRNA
FOXE3,protein_coding
FOXD2-AS1,lncRNA
FOXD2,protein_coding
ENSG00000271355,processed_pseudogene
RPL21P24,processed_pseudogene
ATP6V0E1P4,processed_pseudogene
LINC01738,lncRNA
TRABD2B,protein_coding
ENSG00000223814,lncRNA
ENSG00000225028,lncRNA
LINC02794,lncRNA
ENSG00000231413,lncRNA
CYP46A4P,processed_pseudogene
ENSG00000290466,lncRNA
ENSG00000279096,TEC
SKINT1L,transcribed_unprocessed_pseudogene
ENSG00000291246,lncRNA
ENSG00000223720,lncRNA
SLC5A9,protein_coding
ENSG00000272491,lncRNA
ENSG00000279214,TEC
SPATA6,protein_coding
PPP1R8P1,processed_pseudogene
RNU6-723P,snRNA
ENSG00000235105,processed_pseudogene
RNU4-61P,snRNA
RPL21P25,processed_pseudogene
AGBL4,protein_coding
ENSG00000287661,lncRNA
BEND5,protein_coding
ENSG00000286597,lncRNA
ENSG00000229846,lncRNA
AGBL4-AS1,lncRNA
AGBL4-IT1,lncRNA
ENSG00000237478,processed_pseudogene
ZNF859P,unprocessed_pseudogene
ENSG00000279324,TEC
MTND2P29,processed_pseudogene
ELAVL4,protein_coding
ENSG00000230828,processed_pseudogene
ELAVL4-AS1,lncRNA
ENSG00000233407,lncRNA
LINC02808,lncRNA
ENSG00000284645,lncRNA
ENSG00000234080,processed_pseudogene
HMGB1P45,processed_pseudogene
FCF1P6,processed_pseudogene
DMRTA2,protein_coding
ENSG00000284700,lncRNA
FAF1,protein_coding
FAF1-AS1,lncRNA
RNU6-1026P,snRNA
PHB1P12,processed_pseudogene
MRPS6P2,processed_pseudogene
CDKN2C,protein_coding
ENSG00000290102,lncRNA
MIR4421,miRNA
MIR6500,miRNA
C1orf185,protein_coding
CFL1P2,processed_pseudogene
LINC01562,lncRNA
RNF11,protein_coding
ENSG00000233406,processed_pseudogene
ENSG00000236434,lncRNA
TTC39A,protein_coding
TTC39A-AS1,lncRNA
EPS15,protein_coding
ENSG00000232027,processed_pseudogene
RNU6-877P,snRNA
ENSG00000238140,lncRNA
EPS15-AS1,lncRNA
RNU6-1281P,snRNA
CALR4P,transcribed_unitary_pseudogene
OSBPL9,protein_coding
GAPDHP51,processed_pseudogene
SLC25A6P3,processed_pseudogene
ENSG00000212624,snoRNA
NRDC,protein_coding
ENSG00000266993,lncRNA
ENSG00000272175,lncRNA
MIR761,miRNA
TSEN15P2,processed_pseudogene
RAB3B,protein_coding
RNA5SP48,rRNA_pseudogene
ENSG00000229032,processed_pseudogene
RN7SL290P,misc_RNA
TXNDC12,protein_coding
ENSG00000285839,protein_coding
KTI12,protein_coding
ENSG00000223390,lncRNA
TXNDC12-AS1,lncRNA
BTF3L4,protein_coding
ZFYVE9,protein_coding
RN7SL788P,misc_RNA
ENSG00000228407,processed_pseudogene
ENSG00000223429,processed_pseudogene
PDCL3P6,processed_pseudogene
ENSG00000236004,processed_pseudogene
DNAJC19P7,processed_pseudogene
ANAPC10P1,processed_pseudogene
CC2D1B,protein_coding
ENSG00000272100,lncRNA
ENSG00000287078,lncRNA
PLA2G12AP1,processed_pseudogene
ORC1,protein_coding
PRPF38A,protein_coding
TUT4,protein_coding
ENSG00000272371,lncRNA
EEF1GP7,processed_pseudogene
GPX7,protein_coding
SHISAL2A,protein_coding
COA7,protein_coding
NDUFS5P3,processed_pseudogene
RN7SL62P,misc_RNA
ZYG11B,protein_coding
RNU2-30P,snRNA
RPS13P2,processed_pseudogene
RNU6-969P,snRNA
ZYG11A,protein_coding
ENSG00000242391,lncRNA
ECHDC2,protein_coding
ENSG00000230953,processed_pseudogene
ENSG00000231866,processed_pseudogene
SCP2,protein_coding
ENSG00000264834,miRNA
ENSG00000266188,miRNA
ENSG00000265815,miRNA
H3P2,processed_pseudogene
RRAS2P1,processed_pseudogene
TUBBP10,processed_pseudogene
PODN,protein_coding
ENSG00000232993,lncRNA
HIGD1AP11,processed_pseudogene
SLC1A7,protein_coding
ENSG00000235563,lncRNA
ENSG00000277397,unprocessed_pseudogene
CPT2,protein_coding
ENSG00000236723,lncRNA
CZIB,protein_coding
CZIB-DT,lncRNA
MAGOH,protein_coding
MAGOH-DT,lncRNA
LRP8,protein_coding
ENSG00000234578,lncRNA
ENSG00000228838,lncRNA
ENSG00000232762,lncRNA
LRP8-DT,lncRNA
ENSG00000285954,lncRNA
ENSG00000226938,lncRNA
LINC02812,lncRNA
SLC25A3P1,transcribed_processed_pseudogene
ENSG00000288527,processed_pseudogene
DMRTB1,protein_coding
GLIS1,protein_coding
RNU7-95P,snRNA
NDC1,protein_coding
ENSG00000201003,snoRNA
ENSG00000229687,processed_pseudogene
YIPF1,protein_coding
DIO1,protein_coding
IFT25,protein_coding
LRRC42,protein_coding
HNRNPA3P12,processed_pseudogene
LDLRAD1,protein_coding
TMEM59,protein_coding
ENSG00000280378,TEC
TCEANC2,protein_coding
MIR4781,miRNA
COX7BP3,processed_pseudogene
ENSG00000279049,pseudogene
ENSG00000256407,protein_coding
CDCP2,protein_coding
ENSG00000280425,lncRNA
CYB5RL,protein_coding
MRPL37,protein_coding
SSBP3,protein_coding
SSBP3-AS1,lncRNA
ENSG00000225632,lncRNA
ENSG00000232245,lncRNA
ENSG00000287582,lncRNA
LINC02784,lncRNA
ENSG00000237173,processed_pseudogene
HNRNPA1P63,processed_pseudogene
ACOT11,protein_coding
FAM151A,protein_coding
ENSG00000230728,lncRNA
MROH7,protein_coding
MROH7-TTC4,protein_coding
TTC4,protein_coding
PARS2,protein_coding
TTC22,protein_coding
ENSG00000237453,lncRNA
LEXM,protein_coding
DHCR24,protein_coding
ENSG00000287724,lncRNA
ENSG00000242396,lncRNA
DHCR24-DT,lncRNA
ENSG00000284601,lncRNA
TMEM61,protein_coding
ENSG00000233271,lncRNA
BSND,protein_coding
PCSK9,protein_coding
USP24,protein_coding
MIR4422HG,lncRNA
GYG1P3,processed_pseudogene
MIR4422,miRNA
ENSG00000234810,lncRNA
GOT2P1,processed_pseudogene
MTCO2P34,processed_pseudogene
RN7SKP291,misc_RNA
RNU6-830P,snRNA
LINC01755,lncRNA
LINC01753,lncRNA
PIGQP1,transcribed_unprocessed_pseudogene
ENSG00000235612,lncRNA
ENSG00000260971,lncRNA
ENSG00000284686,protein_coding
RPSAP20,processed_pseudogene
LINC01767,lncRNA
PLPP3,protein_coding
RPL21P23,processed_pseudogene
RPL23AP85,processed_pseudogene
ENSG00000225475,processed_pseudogene
PRKAA2,protein_coding
FYB2,protein_coding
ENSG00000229913,lncRNA
C8A,protein_coding
C8B,protein_coding
ENSG00000236341,lncRNA
DAB1,protein_coding
ENSG00000227935,lncRNA
RPS20P5,processed_pseudogene
DAB1-AS1,lncRNA
ENSG00000290536,lncRNA
HNRNPA1P6,transcribed_unprocessed_pseudogene
RPS26P15,processed_pseudogene
ENSG00000235038,lncRNA
ENSG00000230546,unprocessed_pseudogene
ENSG00000233216,processed_pseudogene
OMA1,protein_coding
ENSG00000286918,lncRNA
ENSG00000270209,processed_pseudogene
RN7SL713P,misc_RNA
TACSTD2,protein_coding
ENSG00000185839,processed_pseudogene
MYSM1,protein_coding
ENSG00000283445,lncRNA
JUN,protein_coding
ENSG00000290013,lncRNA
LINC01135,lncRNA
ENSG00000272226,lncRNA
ENSG00000231740,lncRNA
LINC02777,lncRNA
LINC01358,lncRNA
PHB1P3,processed_pseudogene
ENSG00000241042,lncRNA
ENSG00000235215,lncRNA
FGGY-DT,lncRNA
ENSG00000270457,lncRNA
FGGY,protein_coding
MIR4711,miRNA
ENSG00000226883,lncRNA
HOOK1,protein_coding
CYP2J2,protein_coding
RN7SL475P,misc_RNA
C1orf87,protein_coding
PGBD4P8,processed_pseudogene
LINC02778,lncRNA
LINC01748,lncRNA
ENSG00000231252,lncRNA
NFIA,protein_coding
NFIA-AS2,lncRNA
NFIA-AS1,lncRNA
ENSG00000284808,lncRNA
ENSG00000287224,lncRNA
ENSG00000223920,processed_pseudogene
TM2D1,protein_coding
PATJ-DT,lncRNA
PATJ,protein_coding
RNU6-414P,snRNA
RNU6-1177P,snRNA
LAMTOR5P1,processed_pseudogene
RN7SL180P,misc_RNA
MIR3116-1,miRNA
MIR3116-2,miRNA
PIGPP2,processed_pseudogene
RPS15AP7,processed_pseudogene
L1TD1,protein_coding
ENSG00000237227,processed_pseudogene
KANK4,protein_coding
RNU6-371P,snRNA
USP1,protein_coding
DOCK7,protein_coding
ENSG00000270549,processed_pseudogene
ANGPTL3,protein_coding
ENSG00000278967,TEC
RPL13AP9,processed_pseudogene
DOCK7-DT,lncRNA
ATG4C,protein_coding
ENSG00000234318,lncRNA
ENSG00000237163,processed_pseudogene
LINC01739,lncRNA
ENSG00000286455,lncRNA
ENSG00000227485,lncRNA
ENSG00000229225,lncRNA
ENSG00000203605,lncRNA
LINC00466,lncRNA
RNA5SP49,rRNA_pseudogene
ENSG00000228734,lncRNA
RPSAP65,processed_pseudogene
FOXD3-AS1,lncRNA
FOXD3,protein_coding
MIR6068,miRNA
ENSG00000236674,processed_pseudogene
ALG6,protein_coding
ITGB3BP,protein_coding
ENSG00000286429,lncRNA
EFCAB7,protein_coding
RN7SL488P,misc_RNA
RNU7-123P,snRNA
DLEU2L,lncRNA
ENSG00000276884,misc_RNA
ENSG00000278287,misc_RNA
ENSG00000277565,misc_RNA
ENSG00000275823,misc_RNA
ENSG00000277689,misc_RNA
ENSG00000274199,misc_RNA
PGM1,protein_coding
RN7SL130P,misc_RNA
ROR1,protein_coding
ENSG00000177452,processed_pseudogene
CFL1P3,processed_pseudogene
RNU6-809P,snRNA
ROR1-AS1,lncRNA
ENSG00000284928,lncRNA
UBE2U,protein_coding
RNU7-62P,snRNA
CACHD1,protein_coding
MIR4794,miRNA
RAVER2,protein_coding
JAK1,protein_coding
ENSG00000234784,processed_pseudogene
ENSG00000233877,processed_pseudogene
LINC01359,lncRNA
SLC2A3P2,processed_pseudogene
ENSG00000272506,lncRNA
RNU6-1176P,snRNA
MIR3671,miRNA
MIR101-1,miRNA
ENSG00000288804,lncRNA
ENSG00000235804,processed_pseudogene
MRPS21P1,processed_pseudogene
AK4,protein_coding
RPS29P7,processed_pseudogene
DNAJC6,protein_coding
ENSG00000229294,lncRNA
COX6CP13,processed_pseudogene
ENSG00000290094,lncRNA
RNU2-15P,snRNA
LEPROT,protein_coding
LEPR,protein_coding
ENSG00000237852,lncRNA
ENSG00000224570,processed_pseudogene
ENSG00000285079,lncRNA
RN7SL854P,misc_RNA
